taxonKey	scientificName	acceptedTaxonKey	acceptedScientificName	numberOfOccurrences	taxonRank	taxonomicStatus	kingdom	kingdomKey	phylum	phylumKey	class	classKey	order	orderKey	family	familyKey	genus	genusKey	species	speciesKey	iucnRedListCategory
7192900	Streptoprocne biscutata biscutata	7192900	Streptoprocne biscutata biscutata	1	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Apodiformes	1448	Apodidae	2993	Streptoprocne	2477070	Streptoprocne biscutata	2477079	
8181483	Asphaera separata regoi Bechyné & Bechyné, 1961	8181483	Asphaera separata regoi Bechyné & Bechyné, 1961	7	SUBSPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Coleoptera	1470	Chrysomelidae	7780	Asphaera	1048788	Asphaera separata	7830265	
8354673	Aspisoma sticticum (Gemminger, 1870)	8354673	Aspisoma sticticum (Gemminger, 1870)	8	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Coleoptera	1470	Lampyridae	4737	Aspisoma	1162739	Aspisoma sticticum	8354673	NE
8516247	Operclipygus ecitonis Caterino & Tishechkin, 2013	8516247	Operclipygus ecitonis Caterino & Tishechkin, 2013	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Coleoptera	1470	Histeridae	4733	Operclipygus	4769614	Operclipygus ecitonis	8516247	NE
9828003	BOLD:AAD8646	9828003	BOLD:AAD8646	1	UNRANKED	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Formicariidae	9311	Formicarius	2490547	Formicarius analis	2490551	
9840718	BOLD:ADE5455	9840718	BOLD:ADE5455	3	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Diptera	811	Cecidomyiidae	3338					
10078153	BOLD:ADE8685	10078153	BOLD:ADE8685	13	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hemiptera	809	Cixiidae	8470					
10311030	BOLD:ACW2747	10311030	BOLD:ACW2747	1	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Diptera	811	Ceratopogonidae	3340					
10324687	BOLD:AAD9737	10324687	BOLD:AAD9737	3	UNRANKED	ACCEPTED	Animalia	1	Chordata	44			Siluriformes	708	Doradidae	5150	Pterodoras	2343966	Pterodoras granulosus	2343967	
10352855	BOLD:ADC6150	10352855	BOLD:ADC6150	1	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Diptera	811	Drosophilidae	5547	Drosophila	1522683	Drosophila incompta	5074887	
10633899	BOLD:ADE4856	10633899	BOLD:ADE4856	8	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Diptera	811	Phoridae	9502					
10635087	BOLD:AAX1776	10635087	BOLD:AAX1776	3	UNRANKED	ACCEPTED	Animalia	1	Chordata	44			Siluriformes	708	Loricariidae	5158	Peckoltia	2339472			
10741757	BOLD:ADE8897	10741757	BOLD:ADE8897	1	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Diptera	811	Cecidomyiidae	3338					
10750004	BOLD:ADE9204	10750004	BOLD:ADE9204	1	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Coleoptera	1470	Staphylinidae	7854					
10777636	BOLD:ADE9003	10777636	BOLD:ADE9003	1	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Diptera	811	Sciaridae	3525					
10782784	BOLD:ADW5337	10782784	BOLD:ADW5337	2	UNRANKED	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Tinamiformes	726	Tinamidae	9353	Crypturellus	2477492			
10851419	BOLD:ADE7117	10851419	BOLD:ADE7117	1	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hemiptera	809	Cicadellidae	9647					
11070437	Chionomesa lactea (R.Lesson, 1832)	11070437	Chionomesa lactea (R.Lesson, 1832)	320	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Apodiformes	1448	Trochilidae	5289	Chionomesa	4843024	Chionomesa lactea	11070437	NE
12177360	BOLD:AEV3496	12177360	BOLD:AEV3496	2	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Diptera	811	Cecidomyiidae	3338					
12181878	BOLD:AEV4253	12181878	BOLD:AEV4253	1	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Diptera	811	Chironomidae	3343					
12200112	BOLD:AEU7025	12200112	BOLD:AEU7025	1	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Diptera	811	Chironomidae	3343					
12240171	BOLD:AEW3724	12240171	BOLD:AEW3724	1	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Diptera	811	Lauxaniidae	9493					
12246181	Mycotretus derasofasciatus Kuhnt, 1910	12246181	Mycotretus derasofasciatus Kuhnt, 1910	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Coleoptera	1470	Erotylidae	6981	Mycotretus	9118841	Mycotretus derasofasciatus	12246181	NE
12265031	BOLD:AEV4408	12265031	BOLD:AEV4408	1	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Diptera	811	Milichiidae	9496	Milichiella	1673531			
1089056	Oxysternon macleayi Nevinson, 1892	1089056	Oxysternon macleayi Nevinson, 1892	3	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Coleoptera	1470	Scarabaeidae	5840	Oxysternon	1089052	Oxysternon macleayi	1089056	LC
1104650	Periboeum pubescens (Olivier, 1790)	1104650	Periboeum pubescens (Olivier, 1790)	2	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Coleoptera	1470	Cerambycidae	5602	Periboeum	1104618	Periboeum pubescens	1104650	NE
1118615	Oreodera hoffmanni (Thomson, 1860)	1118615	Oreodera hoffmanni (Thomson, 1860)	13	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Coleoptera	1470	Cerambycidae	5602	Oreodera	1115567	Oreodera hoffmanni	1118615	NE
1243256	Sympages egregius F.P.Pascoe, 1889	1243256	Sympages egregius F.P.Pascoe, 1889	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Coleoptera	1470	Curculionidae	4239	Sympages	1243255	Sympages egregius	1243256	NE
1425394	Phyllogomphoides major Belle, 1984	1425394	Phyllogomphoides major Belle, 1984	2	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Odonata	789	Gomphidae	4486	Phyllogomphoides	1425392	Phyllogomphoides major	1425394	LC
1428973	Erythrodiplax angustipennis Borror, 1942	1428973	Erythrodiplax angustipennis Borror, 1942	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Odonata	789	Libellulidae	5936	Erythrodiplax	1428967	Erythrodiplax angustipennis	1428973	LC
1437492	Marilia minor Mueller, 1880	1437492	Marilia minor Mueller, 1880	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Trichoptera	1003	Odontoceridae	4397	Marilia	1437460	Marilia minor	1437492	NE
1498722	Tabanus glaucus Wiedemann, 1819	1498722	Tabanus glaucus Wiedemann, 1819	368	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Diptera	811	Tabanidae	6919	Tabanus	1444264	Tabanus glaucus	1498722	NE
1533436	Palpada nigripes (Wiedemann, 1830)	1533436	Palpada nigripes (Wiedemann, 1830)	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Diptera	811	Syrphidae	6920	Palpada	1533295	Palpada nigripes	1533436	NE
1639980	Psychoda varablanca Quate, 1996	1639980	Psychoda varablanca Quate, 1996	17	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Diptera	811	Psychodidae	9164	Psychoda	1639725	Psychoda varablanca	1639980	NE
2016999	Sphodroscarta Stål, 1869	2016999	Sphodroscarta Stål, 1869	1	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hemiptera	809	Aphrophoridae	3764	Sphodroscarta	2016999			
2065499	Scaralis semilimpida (Walker, 1851)	2065499	Scaralis semilimpida (Walker, 1851)	2	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hemiptera	809	Fulgoridae	8585	Scaralis	2065494	Scaralis semilimpida	2065499	NE
2339499	Hemiancistrus brevis La Monte, 1935	5202101	Peckoltia brevis (La Monte, 1935)	1	SPECIES	SYNONYM	Animalia	1	Chordata	44			Siluriformes	708	Loricariidae	5158	Peckoltia	2339472	Peckoltia brevis	5202101	NE
2340008	Exastilithoxus Isbrücker & Nijssen, 1979	2340008	Exastilithoxus Isbrücker & Nijssen, 1979	2	GENUS	ACCEPTED	Animalia	1	Chordata	44			Siluriformes	708	Loricariidae	5158	Exastilithoxus	2340008			NE
2340376	Pseudohemiodon Bleeker, 1862	2340376	Pseudohemiodon Bleeker, 1862	85	GENUS	ACCEPTED	Animalia	1	Chordata	44			Siluriformes	708	Loricariidae	5158	Pseudohemiodon	2340376			NE
2340570	Pseudobunocephalus Friel, 2008	2340570	Pseudobunocephalus Friel, 2008	4	GENUS	ACCEPTED	Animalia	1	Chordata	44			Siluriformes	708	Aspredinidae	4513	Pseudobunocephalus	2340570			NE
2342622	Corydoras sodalis Nijssen & Isbrücker, 1986	2342622	Corydoras sodalis Nijssen & Isbrücker, 1986	7	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Siluriformes	708	Callichthyidae	8975	Corydoras	2342597	Corydoras sodalis	2342622	NE
2355480	Schizodon Agassiz, 1829	2355480	Schizodon Agassiz, 1829	83	GENUS	ACCEPTED	Animalia	1	Chordata	44			Characiformes	537	Anostomidae	7200	Schizodon	2355480			NE
2355581	Acestrorhynchus lacustris (Lütken, 1875)	2355581	Acestrorhynchus lacustris (Lütken, 1875)	20	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Characiformes	537	Acestrorhynchidae	7198	Acestrorhynchus	2355562	Acestrorhynchus lacustris	2355581	LC
2479037	Capito auratus orosae Chapman, 1928	2479037	Capito auratus orosae Chapman, 1928	2	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Piciformes	724	Capitonidae	3242201	Capito	2479028	Capito auratus	2479031	
2483589	Myiarchus tyrannulus (Statius Muller, 1776)	2483589	Myiarchus tyrannulus (Statius Muller, 1776)	4814	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Tyrannidae	5291	Myiarchus	2483527	Myiarchus tyrannulus	2483589	LC
2493809	Thryothorus guarayanus (Orbigny & Lafresnaye, 1837)	6089532	Cantorchilus guarayanus (Orbigny & Lafresnaye, 1837)	1	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Troglodytidae	9355	Cantorchilus	7341033	Cantorchilus guarayanus	6089532	LC
4995108	Cyclocephala perforata Arrow, 1913	4995108	Cyclocephala perforata Arrow, 1913	2	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Coleoptera	1470	Scarabaeidae	5840	Cyclocephala	8329673	Cyclocephala perforata	4995108	NE
5006345	Polyrhaphis spinosa (Drury, 1773)	5006345	Polyrhaphis spinosa (Drury, 1773)	13	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Coleoptera	1470	Cerambycidae	5602	Polyrhaphis	1151144	Polyrhaphis spinosa	5006345	NE
5033806	Camponotus mirabilis Emery, 1903	5033806	Camponotus mirabilis Emery, 1903	54	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Camponotus	1312361	Camponotus mirabilis	5033806	NE
5035373	Odontomachus simillimus Smith, 1858	5035373	Odontomachus simillimus Smith, 1858	2	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Odontomachus	1317162	Odontomachus simillimus	5035373	NE
5035944	Cephalotes placidus (Smith, 1860)	5035944	Cephalotes placidus (Smith, 1860)	4	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Cephalotes	1325868	Cephalotes placidus	5035944	NE
5063116	Catachlorops rubiginosus (Summers, 1911)	5063116	Catachlorops rubiginosus (Summers, 1911)	34	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Diptera	811	Tabanidae	6919	Catachlorops	1494404	Catachlorops rubiginosus	5063116	NE
5074320	Drosophila coffeata Williston, 1896	5074320	Drosophila coffeata Williston, 1896	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Diptera	811	Drosophilidae	5547	Drosophila	1522683	Drosophila coffeata	5074320	NE
5140940	Napaea nepos (Fabricius, 1793)	5140940	Napaea nepos (Fabricius, 1793)	1	SPECIES	DOUBTFUL	Animalia	1	Arthropoda	54	Insecta	216	Diptera	811	Ephydridae	5549	Napaea	1935582	Napaea nepos	5140940	NE
5212785	Iracema caiana Triques, 1996	5212785	Iracema caiana Triques, 1996	4	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Gymnotiformes	1165	Rhamphichthyidae	7671	Iracema	2401946	Iracema caiana	5212785	LC
5959225	Ara chloropterus G.R.Gray, 1859	5959225	Ara chloropterus G.R.Gray, 1859	9716	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Psittaciformes	1445	Psittacidae	9340	Ara	1686160	Ara chloropterus	5959225	LC
5984144	Maxantonia lineola (Fabricius, 1803)	5984144	Maxantonia lineola (Fabricius, 1803)	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hemiptera	809	Cercopidae	3763	Maxantonia	2019536	Maxantonia lineola	5984144	NE
6088301	Liosceles thoracicus thoracicus	6088301	Liosceles thoracicus thoracicus	22	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Rhinocryptidae	5281	Liosceles	2490960	Liosceles thoracicus	2490961	
6090131	Pheugopedius coraya herberti (Ridgway, 1888)	6090131	Pheugopedius coraya herberti (Ridgway, 1888)	21	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Troglodytidae	9355	Pheugopedius	7341112	Pheugopedius coraya	7341156	
6091215	Myrmoborus lugubris berlepschi (Hellmayr, 1910)	6091215	Myrmoborus lugubris berlepschi (Hellmayr, 1910)	3	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Thamnophilidae	5286	Myrmoborus	2490121	Myrmoborus lugubris	2490124	
6170914	Diopsittaca nobilis cumanensis (Lichtenstein, 1823)	6170914	Diopsittaca nobilis cumanensis (Lichtenstein, 1823)	10	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Psittaciformes	1445	Psittacidae	9340	Diopsittaca	2479364	Diopsittaca nobilis	2479365	
6271532	Agroiconota conflagrata (Boheman, 1855)	6271532	Agroiconota conflagrata (Boheman, 1855)	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Coleoptera	1470	Chrysomelidae	7780	Agroiconota	1048166	Agroiconota conflagrata	6271532	NE
7191789	Xiphorhynchus guttatus guttatus	7191789	Xiphorhynchus guttatus guttatus	2	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Furnariidae	5243	Xiphorhynchus	2485513	Xiphorhynchus guttatus	5230139	
7191840	Synallaxis cherriei cherriei	7191840	Synallaxis cherriei cherriei	6	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Furnariidae	5243	Synallaxis	2484925	Synallaxis cherriei	2484990	
7192792	Ramphomicron microrhynchum microrhynchum	7192792	Ramphomicron microrhynchum microrhynchum	1	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Apodiformes	1448	Trochilidae	5289	Ramphomicron	2476051	Ramphomicron microrhynchum	2476052	
7454013	Phaops ambitiosus Boheman, 1840	7454013	Phaops ambitiosus Boheman, 1840	3	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Coleoptera	1470	Curculionidae	4239	Phaops	1203345	Phaops ambitiosus	7454013	NE
8243431	Automolus subulatus (Spix, 1824)	2485499	Hyloctistes subulatus (Spix, 1824)	246	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Furnariidae	5243	Hyloctistes	2485498	Hyloctistes subulatus	2485499	LC
8354980	Piestus Gravenhorst, 1806	8354980	Piestus Gravenhorst, 1806	1	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Coleoptera	1470	Staphylinidae	7854	Piestus	8354980			
8441704	Cicindelina Latreille, 1802	8441704	Cicindelina Latreille, 1802	4	GENUS	DOUBTFUL	Animalia	1	Arthropoda	54	Insecta	216	Coleoptera	1470	Carabidae	3792	Cicindelina	8441704			
9037292	Apiomerus amazonus Stål, 1872	9037292	Apiomerus amazonus Stål, 1872	3	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hemiptera	809	Reduviidae	4324	Apiomerus	2008758	Apiomerus amazonus	9037292	NE
9295582	Carcinobaena pilula Klug, 1824	9295582	Carcinobaena pilula Klug, 1824	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Coleoptera	1470	Chrysomelidae	7780	Carcinobaena	4747044	Carcinobaena pilula	9295582	NE
9496634	Agonosoma flavolineata Laporte de Castelnau, 1833	9496634	Agonosoma flavolineata Laporte de Castelnau, 1833	10	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hemiptera	809	Scutelleridae	4327	Agonosoma	3265812	Agonosoma flavolineata	9496634	NE
9522755	Stipomorpha inarmata (Curran, 1925)	9522755	Stipomorpha inarmata (Curran, 1925)	2	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Diptera	811	Syrphidae	6920	Stipomorpha	4796087	Stipomorpha inarmata	9522755	NE
9761930	Rhodnius nasutus Stål, 1859	9761930	Rhodnius nasutus Stål, 1859	6	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hemiptera	809	Reduviidae	4324	Rhodnius	4774266	Rhodnius nasutus	9761930	NE
9908688	BOLD:ABW4099	9908688	BOLD:ABW4099	1	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Diptera	811	Phoridae	9502					
9974653	BOLD:ABW3994	9974653	BOLD:ABW3994	12	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Diptera	811	Ceratopogonidae	3340					
10017521	BOLD:AAB2154	10017521	BOLD:AAB2154	1	UNRANKED	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Turdidae	5290	Turdus	2490714	Turdus amaurochalinus	2490752	
10097071	BOLD:ADK0011	10097071	BOLD:ADK0011	3	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Diptera	811	Culicidae	3346	Culex	1497010	Culex spissipes	1653767	
10166363	BOLD:AAB0928	10166363	BOLD:AAB0928	1	UNRANKED	DOUBTFUL	Animalia	1	Chordata	44			Perciformes	587	Scombridae	8596	Auxis	2374231	Auxis thazard	4286082	
10221410	BOLD:ABY4916	10221410	BOLD:ABY4916	1	UNRANKED	ACCEPTED	Animalia	1	Chordata	44			Characiformes	537	Characidae	7201	Oligosarcus	2353945			
10286799	BOLD:ACR5770	10286799	BOLD:ACR5770	1	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Diptera	811	Drosophilidae	5547	Zygothrica	1560241			
10415184	BOLD:ADE4723	10415184	BOLD:ADE4723	3	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Diptera	811	Cecidomyiidae	3338					
10600536	BOLD:AAS8948	10600536	BOLD:AAS8948	1	UNRANKED	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Piciformes	724	Ramphastidae	9343	Ramphastos	2478764	Ramphastos vitellinus	2478782	
10693411	BOLD:ADE8582	10693411	BOLD:ADE8582	1	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hemiptera	809	Schizopteridae	7897					
10749435	Gnamptogenys ericae (Forel, 1912)	10749435	Gnamptogenys ericae (Forel, 1912)	4	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Gnamptogenys	1326511	Gnamptogenys ericae	10749435	NE
10802670	BOLD:ADE9390	10802670	BOLD:ADE9390	1	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Coleoptera	1470	Elateridae	7825					
12240085	BOLD:AEU8026	12240085	BOLD:AEU8026	1	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Diptera	811	Ceratopogonidae	3340					
1319406	Eciton mexicanum Roger, 1863	1319406	Eciton mexicanum Roger, 1863	6	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Eciton	1319393	Eciton mexicanum	1319406	NE
1421759	Epipleoneura Williamson, 1915	1421759	Epipleoneura Williamson, 1915	13	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Odonata	789	Coenagrionidae	8577	Epipleoneura	1421759			NE
1421778	Epipleoneura manauensis Santos, 1964	1421778	Epipleoneura manauensis Santos, 1964	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Odonata	789	Coenagrionidae	8577	Epipleoneura	1421759	Epipleoneura manauensis	1421778	LC
1425572	Agriogomphus sylvicola Selys, 1869	1425572	Agriogomphus sylvicola Selys, 1869	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Odonata	789	Gomphidae	4486	Agriogomphus	1425569	Agriogomphus sylvicola	1425572	LC
1427330	Mnesarete guttifera (Selys, 1873)	1427330	Mnesarete guttifera (Selys, 1873)	2	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Odonata	789	Calopterygidae	4211	Mnesarete	1427325	Mnesarete guttifera	1427330	LC
2338740	Platysilurus Haseman, 1911	2338740	Platysilurus Haseman, 1911	29	GENUS	ACCEPTED	Animalia	1	Chordata	44			Siluriformes	708	Pimelodidae	5163	Platysilurus	2338740			
2338786	Zungaro jahu (Ihering, 1898)	2338786	Zungaro jahu (Ihering, 1898)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Siluriformes	708	Pimelodidae	5163	Zungaro	2338769	Zungaro jahu	2338786	NE
2340169	Dekeyseria Rapp Py-Daniel, 1985	2340169	Dekeyseria Rapp Py-Daniel, 1985	17	GENUS	ACCEPTED	Animalia	1	Chordata	44			Siluriformes	708	Loricariidae	5158	Dekeyseria	2340169			NE
2343671	Horiomyzon retropinnatus Stewart, 1986	2343671	Horiomyzon retropinnatus Stewart, 1986	9	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Siluriformes	708	Heptapteridae	9226	Horiomyzon	2343670	Horiomyzon retropinnatus	2343671	NE
2345504	Arius rugispinis Valenciennes, 1840	2345502	Amphiarius rugispinis (Valenciennes, 1840)	10	SPECIES	SYNONYM	Animalia	1	Chordata	44			Siluriformes	708	Ariidae	4512	Amphiarius	2345501	Amphiarius rugispinis	2345502	LC
2354574	Hyphessobrycon piabinhas Fowler, 1941	2354574	Hyphessobrycon piabinhas Fowler, 1941	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Characiformes	537	Characidae	7201	Hyphessobrycon	2354506	Hyphessobrycon piabinhas	2354574	DD
2490124	Myrmoborus lugubris (Cabanis, 1847)	2490124	Myrmoborus lugubris (Cabanis, 1847)	485	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Thamnophilidae	5286	Myrmoborus	2490121	Myrmoborus lugubris	2490124	VU
2495888	Columbina squammata (R.Lesson, 1831)	2495888	Columbina squammata (R.Lesson, 1831)	13543	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Columbiformes	1446	Columbidae	5233	Columbina	2495852	Columbina squammata	2495888	LC
4427540	Xyloperthella picea (Olivier, 1790)	4427540	Xyloperthella picea (Olivier, 1790)	5	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Coleoptera	1470	Bostrichidae	7773	Xyloperthella	4404869	Xyloperthella picea	4427540	NE
4720255	Scopobium Blackwelder, 1939	4720255	Scopobium Blackwelder, 1939	2	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Coleoptera	1470	Staphylinidae	7854	Scopobium	4720255			
5006904	Praxithea thouvenoti Tavakilian & M.L.Monné, 2002	5006904	Praxithea thouvenoti Tavakilian & M.L.Monné, 2002	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Coleoptera	1470	Cerambycidae	5602	Praxithea	1156563	Praxithea thouvenoti	5006904	NE
5033859	Camponotus blandus (Smith, 1858)	5033859	Camponotus blandus (Smith, 1858)	18	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Camponotus	1312361	Camponotus blandus	5033859	NE
5051234	Idioneura ancilla Selys, 1860	5051234	Idioneura ancilla Selys, 1860	3	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Odonata	789	Coenagrionidae	8577	Idioneura	1421702	Idioneura ancilla	5051234	LC
5228786	Picumnus borbae Pelzeln, 1870	5228785	Picumnus aurifrons borbae Pelzeln, 1870	9	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Piciformes	724	Picidae	9333	Picumnus	2477643	Picumnus aurifrons	5228784	NE
6093039	Thamnophilus divisorius B.M.Whitney, Oren & Brumfield, 2004	6093039	Thamnophilus divisorius B.M.Whitney, Oren & Brumfield, 2004	58	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Thamnophilidae	5286	Thamnophilus	5959199	Thamnophilus divisorius	6093039	LC
6171545	Xiphocolaptes major remoratus Pinto, 1945	6171545	Xiphocolaptes major remoratus Pinto, 1945	4	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Furnariidae	5243	Xiphocolaptes	2485457	Xiphocolaptes major	2485489	
7547491	Archolaemus janeae Vari, de Santana & Wosiacki, 2012	7547491	Archolaemus janeae Vari, de Santana & Wosiacki, 2012	30	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Gymnotiformes	1165	Sternopygidae	7672	Archolaemus	2402012	Archolaemus janeae	7547491	LC
8808030	Panaqolus nix Cramer & Rapp Py-Daniel, 2015	8808030	Panaqolus nix Cramer & Rapp Py-Daniel, 2015	9	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Siluriformes	708	Loricariidae	5158	Panaqolus	2339412	Panaqolus nix	8808030	NE
8967687	Stegomyrmex olindae Feitosa, Brandão & Diniz, 2008	8967687	Stegomyrmex olindae Feitosa, Brandão & Diniz, 2008	12	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Stegomyrmex	1320403	Stegomyrmex olindae	8967687	NE
9013145	Quichuana longicauda Ricarte & Hancock, 2012	9013145	Quichuana longicauda Ricarte & Hancock, 2012	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Diptera	811	Syrphidae	6920	Quichuana	1537630	Quichuana longicauda	9013145	NE
