taxonKey	scientificName	acceptedTaxonKey	acceptedScientificName	numberOfOccurrences	taxonRank	taxonomicStatus	kingdom	kingdomKey	phylum	phylumKey	class	classKey	order	orderKey	family	familyKey	genus	genusKey	species	speciesKey	iucnRedListCategory
1075177	Chalepides alliaceus (Burmeister, 1847)	1075177	Chalepides alliaceus (Burmeister, 1847)	6	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Coleoptera	1470	Scarabaeidae	5840	Chalepides	1075162	Chalepides alliaceus	1075177	NE
1095011	Polynoncus bifurcatus (Vaurie, 1962)	1095011	Polynoncus bifurcatus (Vaurie, 1962)	2	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Coleoptera	1470	Trogidae	5839	Polynoncus	1094979	Polynoncus bifurcatus	1095011	NE
1115509	Cipriscola fasciata (Thomson, 1860)	1115509	Cipriscola fasciata (Thomson, 1860)	3	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Coleoptera	1470	Cerambycidae	5602	Cipriscola	1115508	Cipriscola fasciata	1115509	NE
1171123	Nemorhinus myrmecophaga (Herbst, 1797)	1171123	Nemorhinus myrmecophaga (Herbst, 1797)	5	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Coleoptera	1470	Brentidae	4238	Nemorhinus	1171122	Nemorhinus myrmecophaga	1171123	NE
1321079	Pyramica appretiata (Borgmeier, 1954)	1321079	Pyramica appretiata (Borgmeier, 1954)	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Pyramica	1321015	Pyramica appretiata	1321079	NE
1321432	Leptogenys langi Wheeler, 1923	1321432	Leptogenys langi Wheeler, 1923	8	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Leptogenys	1321215	Leptogenys langi	1321432	NE
1429337	Erythemis credula (Hagen, 1861)	1429337	Erythemis credula (Hagen, 1861)	2	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Odonata	789	Libellulidae	5936	Erythemis	1429323	Erythemis credula	1429337	LC
1523464	Rhyparella decempunctata Hendel, 1909	1523464	Rhyparella decempunctata Hendel, 1909	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Diptera	811	Ulidiidae	3516	Rhyparella	1523462	Rhyparella decempunctata	1523464	NE
1572939	Phaonantho Albuquerque, 1957	1572939	Phaonantho Albuquerque, 1957	6	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Diptera	811	Anthomyiidae	3330	Phaonantho	1572939			
1631451	Culicoides ignacioi Forattini, 1957	1631451	Culicoides ignacioi Forattini, 1957	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Diptera	811	Ceratopogonidae	3340	Culicoides	1631084	Culicoides ignacioi	1631451	NE
1648894	Coquillettidia fasciolata (Lynch Arribálzaga, 1891)	1648894	Coquillettidia fasciolata (Lynch Arribálzaga, 1891)	31	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Diptera	811	Culicidae	3346	Coquillettidia	1648785	Coquillettidia fasciolata	1648894	NE
2339424	Panaque maccus Schaefer & Stewart, 1993	2339423	Panaqolus maccus (Schaefer & Stewart, 1993)	1	SPECIES	SYNONYM	Animalia	1	Chordata	44			Siluriformes	708	Loricariidae	5158	Panaqolus	2339412	Panaqolus maccus	2339423	NE
2340013	Glyptoperichthys Weber, 1991	2340013	Glyptoperichthys Weber, 1991	7	GENUS	DOUBTFUL	Animalia	1	Chordata	44			Siluriformes	708	Loricariidae	5158	Glyptoperichthys	2340013			
2340473	Otocinclus vestitus Cope, 1872	2340473	Otocinclus vestitus Cope, 1872	3	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Siluriformes	708	Loricariidae	5158	Otocinclus	2340458	Otocinclus vestitus	2340473	NE
2350441	Fluviphylax simplex Costa, 1996	2350441	Fluviphylax simplex Costa, 1996	76	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Cyprinodontiformes	547	Poeciliidae	7659	Fluviphylax	2350440	Fluviphylax simplex	2350441	LC
2353431	Metynnis longipinnis Zarske & Géry, 2008	2353431	Metynnis longipinnis Zarske & Géry, 2008	8	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Characiformes	537	Serrasalmidae	4287106	Metynnis	2353416	Metynnis longipinnis	2353431	NE
2353917	Gymnocorymbus Eigenmann, 1908	2353917	Gymnocorymbus Eigenmann, 1908	11	GENUS	ACCEPTED	Animalia	1	Chordata	44			Characiformes	537	Characidae	7201	Gymnocorymbus	2353917			NE
2354582	Cheirodon troemneri Fowler, 1942	2354579	Hyphessobrycon rosaceus Durbin, 1909	1	SPECIES	SYNONYM	Animalia	1	Chordata	44			Characiformes	537	Characidae	7201	Hyphessobrycon	2354506	Hyphessobrycon rosaceus	2354579	NE
2354854	Bivibranchia velox (Eigenmann & Myers, 1927)	2354854	Bivibranchia velox (Eigenmann & Myers, 1927)	105	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Characiformes	537	Hemiodontidae	7329	Bivibranchia	2354846	Bivibranchia velox	2354854	NE
2355573	Acestrorhynchus guianensis Menezes, 1969	2355569	Acestrorhynchus microlepis (Jardine, 1841)	65	SPECIES	SYNONYM	Animalia	1	Chordata	44			Characiformes	537	Acestrorhynchidae	7198	Acestrorhynchus	2355562	Acestrorhynchus microlepis	2355569	NE
2476612	Phaethornis malaris (Nordmann, 1835)	2476612	Phaethornis malaris (Nordmann, 1835)	453	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Apodiformes	1448	Trochilidae	5289	Phaethornis	2476571	Phaethornis malaris	2476612	LC
2487975	Euphonia finschi P.L.Sclater & Salvin, 1877	2487975	Euphonia finschi P.L.Sclater & Salvin, 1877	255	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Fringillidae	5242	Euphonia	2487948	Euphonia finschi	2487975	LC
2491361	Sporophila leucoptera (Vieillot, 1817)	2491361	Sporophila leucoptera (Vieillot, 1817)	2065	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Thraupidae	9352	Sporophila	2491308	Sporophila leucoptera	2491361	LC
2495865	Columbina picui (Temminck, 1813)	2495865	Columbina picui (Temminck, 1813)	4250	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Columbiformes	1446	Columbidae	5233	Columbina	2495852	Columbina picui	2495865	LC
3261997	Torridincolidae	3261997	Torridincolidae	1	FAMILY	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Coleoptera	1470	Torridincolidae	3261997					
3262139	Helops Fabricius, 1775	3262139	Helops Fabricius, 1775	1	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Coleoptera	1470	Tenebrionidae	7857	Helops	3262139			
4732840	Parasyphraea Bechyné, 1959	4732840	Parasyphraea Bechyné, 1959	11	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Coleoptera	1470	Chrysomelidae	7780	Parasyphraea	4732840			
4735727	Chaetyllus Pascoe, 1860	4735727	Chaetyllus Pascoe, 1860	1	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Coleoptera	1470	Tenebrionidae	7857	Chaetyllus	4735727			
5035912	Cephalotes unimaculatus (Smith, 1853)	5035912	Cephalotes unimaculatus (Smith, 1853)	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Cephalotes	1325868	Cephalotes unimaculatus	5035912	NE
5051367	Telebasis willinki Fraser, 1948	5051367	Telebasis willinki Fraser, 1948	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Odonata	789	Coenagrionidae	8577	Telebasis	1422532	Telebasis willinki	5051367	LC
5089119	Lutzomyia caligata Martins, Falcão & Silva, 1965	5089119	Lutzomyia caligata Martins, Falcão & Silva, 1965	2	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Diptera	811	Psychodidae	9164	Lutzomyia	5980929	Lutzomyia caligata	5089119	NE
5089873	Mansonia titillans (Walker, 1848)	5089873	Mansonia titillans (Walker, 1848)	109	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Diptera	811	Culicidae	3346	Mansonia	1649604	Mansonia titillans	5089873	NE
5202010	Loricaria phoxocephala Eigenmann & Eigenmann, 1889	2339051	Rineloricaria phoxocephala (Eigenmann & Eigenmann, 1889)	3	SPECIES	SYNONYM	Animalia	1	Chordata	44			Siluriformes	708	Loricariidae	5158	Rineloricaria	2339042	Rineloricaria phoxocephala	2339051	LC
5228881	Piculus leucolaemus (Natterer & Malherbe, 1845)	5228881	Piculus leucolaemus (Natterer & Malherbe, 1845)	790	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Piciformes	724	Picidae	9333	Piculus	7469263	Piculus leucolaemus	5228881	LC
5961380	Ancistrus nudiceps (Müller & Troschel, 1849)	5961380	Ancistrus nudiceps (Müller & Troschel, 1849)	5	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Siluriformes	708	Loricariidae	5158	Ancistrus	2339294	Ancistrus nudiceps	5961380	NE
6086614	Atticora tibialis griseiventris (Chapman, 1924)	8816600	Neochelidon tibialis griseiventris Chapman, 1924	4	SUBSPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Hirundinidae	5248	Neochelidon	2489211	Neochelidon tibialis	2489212	
6172151	Tachyphonus surinamus insignis Hellmayr, 1906	6172151	Tachyphonus surinamus insignis Hellmayr, 1906	40	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Thraupidae	9352	Tachyphonus	2488565	Tachyphonus surinamus	2488566	
6174881	Cnemotriccus fuscatus fumosus (Berlepsch, 1908)	6174881	Cnemotriccus fuscatus fumosus (Berlepsch, 1908)	15	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Tyrannidae	5291	Cnemotriccus	2483386	Cnemotriccus fuscatus	2483387	
6177114	Piculus flavigula erythropis (Vieillot, 1818)	6177114	Piculus flavigula erythropis (Vieillot, 1818)	6	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Piciformes	724	Picidae	9333	Piculus	7469263	Piculus flavigula	5228869	
6274997	Chelymorpha praetextata Boheman, 1854	6274997	Chelymorpha praetextata Boheman, 1854	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Coleoptera	1470	Chrysomelidae	7780	Chelymorpha	8423485	Chelymorpha praetextata	6274997	NE
8538772	Degallierister kanaari Degallier, 2015	8538772	Degallierister kanaari Degallier, 2015	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Coleoptera	1470	Histeridae	4733	Degallierister	4769529	Degallierister kanaari	8538772	NE
9180537	Smilax pilosa (Fabricius, 1787)	9180537	Smilax pilosa (Fabricius, 1787)	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Coleoptera	1470	Staphylinidae	7854	Smilax	3262240	Smilax pilosa	9180537	NE
9359913	Platydema cruenta (Perty, 1830)	9359913	Platydema cruenta (Perty, 1830)	12	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Coleoptera	1470	Tenebrionidae	7857	Platydema	1045890	Platydema cruenta	9359913	NE
9399142	Pseudomyrmex parvulus Ward	9399142	Pseudomyrmex parvulus Ward	3	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Pseudomyrmex	1327003	Pseudomyrmex parvulus	9399142	NE
9975823	BOLD:ABV9957	9975823	BOLD:ABV9957	20	UNRANKED	ACCEPTED	Animalia	1	Chordata	44			Characiformes	537	Characidae	7201	Hyphessobrycon	2354506	Hyphessobrycon sweglesi	2354560	
10042676	BOLD:AAJ4061	10042676	BOLD:AAJ4061	2	UNRANKED	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Thamnophilidae	5286	Cymbilaimus	2490077	Cymbilaimus lineatus	2490079	
10057583	BOLD:ADR6995	10057583	BOLD:ADR6995	1	UNRANKED	ACCEPTED	Animalia	1	Chordata	44			Gymnotiformes	1165	Hypopomidae	7670	Brachyhypopomus	2401789			
10143726	BOLD:ADE8023	10143726	BOLD:ADE8023	6	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Diptera	811	Ceratopogonidae	3340					
10182228	BOLD:ADM5758	10182228	BOLD:ADM5758	1	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Diptera	811	Culicidae	3346	Culex	1497010			
10202580	BOLD:AAE0479	10202580	BOLD:AAE0479	5	UNRANKED	ACCEPTED	Animalia	1	Chordata	44			Characiformes	537	Bryconidae	6880497	Brycon	2353451			
10385045	BOLD:AAF6923	10385045	BOLD:AAF6923	4	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hemiptera	809	Pseudococcidae	4534	Pseudococcus	2081087	Pseudococcus viburni	8294966	
10417741	BOLD:AAD1729	10417741	BOLD:AAD1729	3	UNRANKED	ACCEPTED	Animalia	1	Chordata	44			Characiformes	537	Anostomidae	7200	Megaleporinus	9872025			
10548490	BOLD:ADE4829	10548490	BOLD:ADE4829	2	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Diptera	811	Ceratopogonidae	3340					
10635188	BOLD:ADV3553	10635188	BOLD:ADV3553	1	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Diptera	811	Culicidae	3346	Toxorhynchites	1648921			
10702650	Baryancistrus hadrostomus de Oliveira, Rapp Py-Daniel & Oyakawa, 2019	10702650	Baryancistrus hadrostomus de Oliveira, Rapp Py-Daniel & Oyakawa, 2019	16	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Siluriformes	708	Loricariidae	5158	Baryancistrus	2339916	Baryancistrus hadrostomus	10702650	NE
10779807	BOLD:ADE6679	10779807	BOLD:ADE6679	2	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Diptera	811	Cecidomyiidae	3338					
10929098	Neoponera marginata (Roger, 1861)	1319779	Pachycondyla marginata (Roger, 1861)	3	SPECIES	SYNONYM	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Pachycondyla	1319685	Pachycondyla marginata	1319779	NE
11126991	Hyphessobrycon juruna Faria, Lima & Bastos, 2018	11126991	Hyphessobrycon juruna Faria, Lima & Bastos, 2018	20	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Characiformes	537	Characidae	7201	Hyphessobrycon	2354506	Hyphessobrycon juruna	11126991	NE
12242293	BOLD:AEW1324	12242293	BOLD:AEW1324	1	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Diptera	811	Cecidomyiidae	3338					
12262866	BOLD:AEV6134	12262866	BOLD:AEV6134	1	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Diptera	811	Cecidomyiidae	3338					
12383622	Nesotriccus incomtus (Cabanis & Heine, 1860)	6174588	Phaeomyias murina incomta (Cabanis & Heine, 1859)	5	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Tyrannidae	5291	Phaeomyias	2484075	Phaeomyias murina	2484076	NE
4318	Mesoveliidae	4318	Mesoveliidae	8	FAMILY	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hemiptera	809	Mesoveliidae	4318					
8495	Geotrupidae	8495	Geotrupidae	1	FAMILY	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Coleoptera	1470	Geotrupidae	8495					NE
1049326	Margaridisa J.Bechyné, 1958	1049326	Margaridisa J.Bechyné, 1958	2	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Coleoptera	1470	Chrysomelidae	7780	Margaridisa	1049326			
1092668	Canthon lituratus (Germar, 1813)	12223864	Tetraechma liturata (Germar, 1813)	2	SPECIES	SYNONYM	Animalia	1	Arthropoda	54	Insecta	216	Coleoptera	1470	Scarabaeidae	5840	Tetraechma	7434456	Tetraechma liturata	12223864	LC
1316233	Hylomyrma longiscapa Kempf, 1961	1316233	Hylomyrma longiscapa Kempf, 1961	15	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Hylomyrma	1316230	Hylomyrma longiscapa	1316233	NE
1317347	Brachymyrmex gaucho Santschi, 1917	1317347	Brachymyrmex gaucho Santschi, 1917	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Brachymyrmex	1317285	Brachymyrmex gaucho	1317347	NE
1321236	Leptogenys arcuata Roger, 1861	1321236	Leptogenys arcuata Roger, 1861	2	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Leptogenys	1321215	Leptogenys arcuata	1321236	NE
1326612	Gnamptogenys mecotyle Brown, 1958	1326612	Gnamptogenys mecotyle Brown, 1958	3	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Gnamptogenys	1326511	Gnamptogenys mecotyle	1326612	NE
1545539	Apocephalus brevitergum Brown, 2002	1545539	Apocephalus brevitergum Brown, 2002	12	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Diptera	811	Phoridae	9502	Apocephalus	1545388	Apocephalus brevitergum	1545539	NE
1550069	Melaloncha kungae Brown, 2005	1550069	Melaloncha kungae Brown, 2005	6	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Diptera	811	Phoridae	9502	Melaloncha	1550009	Melaloncha kungae	1550069	NE
2043553	Pseudometopia amblardii (Signoret, 1855)	2043553	Pseudometopia amblardii (Signoret, 1855)	4	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hemiptera	809	Cicadellidae	9647	Pseudometopia	2043547	Pseudometopia amblardii	2043553	NE
2044523	Ichthyobelus bellicosus Melichar, 1925	2044523	Ichthyobelus bellicosus Melichar, 1925	2	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hemiptera	809	Cicadellidae	9647	Ichthyobelus	2044520	Ichthyobelus bellicosus	2044523	NE
2339515	Oxyropsis wrightiana Eigenmann & Eigenmann, 1889	2339515	Oxyropsis wrightiana Eigenmann & Eigenmann, 1889	24	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Siluriformes	708	Loricariidae	5158	Oxyropsis	2339504	Oxyropsis wrightiana	2339515	LC
2339527	Limatulichthys Isbrücker & Nijssen, 1979	2339527	Limatulichthys Isbrücker & Nijssen, 1979	88	GENUS	ACCEPTED	Animalia	1	Chordata	44			Siluriformes	708	Loricariidae	5158	Limatulichthys	2339527			NE
2343531	Nannoglanis fasciatus Boulenger, 1887	2343531	Nannoglanis fasciatus Boulenger, 1887	7	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Siluriformes	708	Heptapteridae	9226	Nannoglanis	2343530	Nannoglanis fasciatus	2343531	NE
2349073	Moema Costa, 1989	2349073	Moema Costa, 1989	3	GENUS	ACCEPTED	Animalia	1	Chordata	44			Cyprinodontiformes	547	Rivulidae	3696	Moema	2349073			NE
2349129	Stenolebias damascenoi (Costa, 1991)	2349129	Stenolebias damascenoi (Costa, 1991)	13	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Cyprinodontiformes	547	Rivulidae	3696	Stenolebias	2349128	Stenolebias damascenoi	2349129	LC
2352313	Melanocharacidium auroradiatum Costa & Vicente, 1994	2352313	Melanocharacidium auroradiatum Costa & Vicente, 1994	18	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Characiformes	537	Crenuchidae	2977	Melanocharacidium	2352306	Melanocharacidium auroradiatum	2352313	NE
2353507	Brycon hilarii (Valenciennes, 1850)	2353507	Brycon hilarii (Valenciennes, 1850)	44	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Characiformes	537	Bryconidae	6880497	Brycon	2353451	Brycon hilarii	2353507	NE
2354394	Hemigrammus newboldi (Fernández-Yépez, 1949)	2354394	Hemigrammus newboldi (Fernández-Yépez, 1949)	17	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Characiformes	537	Characidae	7201	Hemigrammus	2354324	Hemigrammus newboldi	2354394	NE
2354614	Hyphessobrycon serpae Durbin, 1908	2354612	Hyphessobrycon eques (Steindachner, 1882)	9	SPECIES	SYNONYM	Animalia	1	Chordata	44			Characiformes	537	Characidae	7201	Hyphessobrycon	2354506	Hyphessobrycon eques	2354612	NE
2356003	Microdus Kner, 1858	2356006	Caenotropus Günther, 1864	3	GENUS	SYNONYM	Animalia	1	Chordata	44			Characiformes	537	Chilodontidae	2976	Caenotropus	2356006			
2409465	Symphurus plagusia (Bloch & Schneider, 1801)	2409465	Symphurus plagusia (Bloch & Schneider, 1801)	2	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Pleuronectiformes	588	Cynoglossidae	8610	Symphurus	2409433	Symphurus plagusia	2409465	LC
2477014	Lophornis pavoninus Salvin & Godman, 1882	2477014	Lophornis pavoninus Salvin & Godman, 1882	2	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Apodiformes	1448	Trochilidae	5289	Lophornis	2476999	Lophornis pavoninus	2477014	LC
2481846	Jacana jacana (Linnaeus, 1766)	2481846	Jacana jacana (Linnaeus, 1766)	20666	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Jacanidae	9314	Jacana	2481845	Jacana jacana	2481846	LC
2484216	Psarocolius viridis (Statius Muller, 1776)	2484216	Psarocolius viridis (Statius Muller, 1776)	3504	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Icteridae	6176	Psarocolius	2484215	Psarocolius viridis	2484216	LC
2486445	Schiffornis Bonaparte, 1854	2486445	Schiffornis Bonaparte, 1854	3	GENUS	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Cotingidae	5236	Schiffornis	2486445			NE
2488157	Tangara velia (Linnaeus, 1758)	2488157	Tangara velia (Linnaeus, 1758)	2299	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Thraupidae	9352	Tangara	2488096	Tangara velia	2488157	LC
2489133	Progne chalybea (Gmelin, 1789)	2489133	Progne chalybea (Gmelin, 1789)	16587	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Hirundinidae	5248	Progne	2489127	Progne chalybea	2489133	LC
4407613	Homaeotarsus Hochhuth, 1851	4407613	Homaeotarsus Hochhuth, 1851	5	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Coleoptera	1470	Staphylinidae	7854	Homaeotarsus	4407613			
4435877	Eulissus Mannerheim, 1830	4435877	Eulissus Mannerheim, 1830	4	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Coleoptera	1470	Staphylinidae	7854	Eulissus	4435877			
4995096	Cyclocephala jauffreti Dechambre, 1979	4995096	Cyclocephala jauffreti Dechambre, 1979	3	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Coleoptera	1470	Scarabaeidae	5840	Cyclocephala	8329673	Cyclocephala jauffreti	4995096	NE
5035730	Azteca crassicornis Emery, 1893	5035730	Azteca crassicornis Emery, 1893	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Azteca	1322845	Azteca crassicornis	5035730	NE
5051709	Oxystigma cyanofrons Williamson, 1919	5051709	Oxystigma cyanofrons Williamson, 1919	7	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Odonata	789	Heteragrionidae	10607388	Oxystigma	1424367	Oxystigma cyanofrons	5051709	LC
5788534	Polyerata fimbriata (J.F.Gmelin, 1788)	10941997	Chionomesa fimbriata (J.F.Gmelin, 1788)	4	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Apodiformes	1448	Trochilidae	5289	Chionomesa	4843024	Chionomesa fimbriata	10941997	LC
5846430	Leucophaeus pipixcan (Wagler, 1831)	5846430	Leucophaeus pipixcan (Wagler, 1831)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Laridae	9316	Leucophaeus	4352369	Leucophaeus pipixcan	5846430	NE
6089492	Grallaria guatimalensis roraimae Chubb, 1921	6089492	Grallaria guatimalensis roraimae Chubb, 1921	1	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Grallariidae	6101110	Grallaria	2490516	Grallaria guatimalensis	2490529	
6171191	Synallaxis albescens josephinae Chubb, 1919	6171191	Synallaxis albescens josephinae Chubb, 1919	4	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Furnariidae	5243	Synallaxis	2484925	Synallaxis albescens	2484936	
6177335	Celeus flavescens intercedens Hellmayr, 1908	6177335	Celeus flavescens intercedens Hellmayr, 1908	5	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Piciformes	724	Picidae	9333	Celeus	2478432	Celeus flavescens	5228941	
8009306	Clibanornis rubiginosus (P.L.Sclater, 1857)	5230262	Automolus rubiginosus (P.L.Sclater, 1857)	158	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Furnariidae	5243	Automolus	2485730	Automolus rubiginosus	5230262	LC
8247715	Costitachys inusitatus Erwin, 1974	8247715	Costitachys inusitatus Erwin, 1974	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Coleoptera	1470	Carabidae	3792	Costitachys	4761783	Costitachys inusitatus	8247715	NE
8406607	Serrapinnus tocantinensis Malabarba & Jerep, 2014	8406607	Serrapinnus tocantinensis Malabarba & Jerep, 2014	34	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Characiformes	537	Characidae	7201	Serrapinnus	2353306	Serrapinnus tocantinensis	8406607	LC
8997127	Crenicichla anamiri Ito & Rapp Py-Daniel, 2015	8997127	Crenicichla anamiri Ito & Rapp Py-Daniel, 2015	18	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Perciformes	587	Cichlidae	8522	Crenicichla	2370916	Crenicichla anamiri	8997127	NE
9415921	Lithoxus jariensis Silva, Covain, Oliveira & Roxo, 2017	11189170	Paralithoxus jariensis (Silva, Covain, Oliveira & Roxo, 2017)	2	SPECIES	SYNONYM	Animalia	1	Chordata	44			Siluriformes	708	Loricariidae	5158	Paralithoxus	4838153	Paralithoxus jariensis	11189170	NE
9516515	Dircema nigripenne (Fabricius, 1792)	9516515	Dircema nigripenne (Fabricius, 1792)	2	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Coleoptera	1470	Chrysomelidae	7780	Dircema	4733321	Dircema nigripenne	9516515	NE
9908324	BOLD:ADV5212	9908324	BOLD:ADV5212	1	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Sericomyrmex	1316616	Sericomyrmex scrobifer	1316621	
9927851	BOLD:ABV0345	9927851	BOLD:ABV0345	1	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hemiptera	809	Belostomatidae	4305	Belostoma	2007565			
